-3.379,-1.397,-21.18
-1.898,-1.403,-21.064
-1.153,-1.408,-20.957
-2.363,10.821,-18.126
-4.141,-1.38,-21.484
-3.379,-1.397,-21.18
-1.916,-2.851,-21.249
-4.106,-0.674,-21.096
-1.891,-3.599,-20.948
-3.405,-1.379,-21.475
-2.618,-2.146,-20.87
-4.089,-0.686,-20.899
1.029,-1.389,-21.227
-0.452,-3.574,-21.324
-1.924,-2.845,-21.347
1.028,-2.119,-21.221
-0.425,0.058,-21.059
-4.099,-2.87,-20.979
-3.31,0.014,-20.405
-4.072,0.032,-20.708
-7.588,5.025,-18.924
-6.279,2.221,-20.752
3.229,-0.652,-21.306
-6.992,-0.718,-20.441
-6.342,-2.117,-21.405
-21.804,-3.585,-21.572
-12.852,7.292,-20.281
1.832,-4.358,-20.407
-2.703,-2.815,-21.848
-4.064,-0.704,-20.604
6.223,-5.798,-20.639
-0.44,3.721,-21.287
-3.287,-5.115,-20.067
-5.612,2.27,-21.531
4.704,3.0,-21.319
-0.377,-5.819,-20.42
-10.784,0.09,-21.769
-0.4,-1.42,-20.752
4.692,-3.565,-21.363
-10.766,1.538,-21.585
-6.309,-5.792,-20.981
5.454,-2.853,-21.065
-0.442,-0.66,-21.25
-8.457,-2.915,-20.342
-4.867,2.265,-21.424
6.918,-2.116,-21.153
3.235,-6.499,-21.159
-11.477,-0.671,-21.28
-1.121,-4.353,-20.539
4.701,-2.841,-21.27
-7.094,0.085,-21.628
-10.69,-1.438,-20.675
-1.923,0.076,-21.372
2.476,-0.64,-21.511
-4.829,-7.988,-20.847
-7.059,0.791,-21.241
1.117,2.931,-20.279
1.807,-2.149,-20.72
-9.232,3.686,-20.897
-2.655,-7.962,-21.215
0.293,-0.659,-21.242
-0.468,-1.371,-21.539
-2.611,-5.802,-20.741
-4.902,0.099,-21.8
4.015,-4.339,-20.676
-1.138,-5.071,-20.73
-9.311,0.82,-21.758
-4.827,-2.877,-20.889
5.438,-0.65,-21.28
-7.076,0.803,-21.438
-4.056,-2.901,-20.487
0.31,0.059,-21.051
2.544,-0.689,-20.724
-3.321,-5.091,-20.46
-9.268,0.06,-21.26
2.586,-2.179,-20.22
3.263,-1.406,-20.906
-7.812,1.533,-21.452
-4.073,-2.158,-20.69
2.477,0.09,-21.517
-1.116,3.678,-20.606
-4.785,-4.368,-20.385
-6.321,3.712,-21.257
-1.865,-3.617,-20.652
5.479,-3.602,-20.764
-7.093,1.546,-21.64
-0.393,-5.077,-20.623
4.685,-0.639,-21.486
1.082,2.225,-20.667
-4.075,-5.079,-20.666
-4.148,2.277,-21.612
3.998,-5.057,-20.867
-1.924,-2.845,-21.347
-8.557,1.539,-21.559
1.105,-2.904,-20.329
1.74,-0.64,-21.52
-3.377,2.253,-21.21
-3.356,-6.527,-20.842
-1.169,0.794,-21.172
3.263,-2.136,-20.9
0.281,-6.494,-21.291
-9.275,2.986,-21.383
1.789,-4.328,-20.899
3.247,0.066,-21.115
-7.12,-1.357,-21.911
-4.127,-7.233,-21.238
-1.178,0.07,-21.265
5.464,0.061,-20.991
-1.147,-5.796,-20.822
-6.312,4.436,-21.164
2.534,-5.063,-20.786
3.21,-4.29,-21.472
-10.73,3.704,-21.209
2.526,-3.597,-20.896
2.486,2.275,-21.437
-10.013,0.066,-21.367
-1.867,-7.268,-20.622
-1.923,0.076,-21.372
-2.602,-4.348,-20.655
-7.757,-6.541,-20.696
6.132,0.111,-21.77
-3.337,-2.888,-20.676
-1.148,-7.256,-20.81
5.398,4.491,-21.815
-11.377,-4.395,-20.068
12.046,-3.555,-21.376
-18.137,1.54,-21.769
3.295,-6.542,-20.47
4.666,-3.547,-21.658
-7.796,0.061,-21.243
0.298,-6.507,-21.094
-4.883,3.737,-21.633
1.834,0.023,-20.443
-4.125,-3.582,-21.268
-7.084,2.27,-21.548
8.39,-4.306,-21.117
-1.18,-4.311,-21.228
-10.02,3.722,-21.496
7.642,-9.411,-21.181
6.937,0.062,-20.974
-9.293,1.538,-21.568
0.324,-7.255,-20.793
3.205,1.557,-21.619
0.326,-2.874,-20.83
-4.083,-4.343,-20.77
-10.036,5.925,-21.711
9.931,-4.354,-20.313
-9.269,-0.67,-21.254
-11.51,1.543,-21.692
3.278,-6.53,-20.667
-0.449,2.267,-21.373
-8.566,0.085,-21.645
-2.603,-7.269,-20.63
0.259,0.095,-21.641
5.447,-0.657,-21.182
-7.029,-6.535,-20.786
-7.872,2.306,-22.147
9.161,-2.139,-20.733
1.78,-5.052,-20.991
-10.071,3.029,-22.08
-1.139,-6.532,-20.718
9.05,-3.52,-22.0
-3.463,0.854,-22.182
-11.412,-5.831,-20.45
2.426,0.857,-22.114
0.302,-0.665,-21.143
-10.727,-6.525,-21.026
-5.672,0.123,-22.202
6.217,-1.411,-20.774
-1.198,-5.029,-21.419
-11.44,5.145,-20.935
2.56,-3.621,-20.503
-0.391,-0.696,-20.66
-9.984,6.619,-21.127
-1.858,-5.814,-20.536
1.731,-0.634,-21.618
4.712,2.264,-21.215
-4.786,-7.288,-20.361
-10.79,4.477,-21.904
5.446,-2.847,-21.164
3.303,-6.548,-20.371
-11.519,2.28,-21.796
3.27,-5.063,-20.777
7.635,-6.485,-21.304
-6.357,1.546,-21.632
-8.518,-6.523,-21.0
-1.958,-2.09,-21.747
6.912,2.271,-21.287
-7.063,-7.241,-21.174
-11.509,5.194,-21.722
2.493,-1.382,-21.308
8.379,-9.411,-21.173
-15.199,3.008,-21.845
-3.363,-3.6,-20.965
12.788,-7.942,-21.232
-7.811,3.724,-21.47
-11.479,-4.322,-21.249
7.638,-2.104,-21.341
4.705,4.46,-21.331
-10.7,-2.892,-20.761
-14.445,4.456,-21.652
10.575,0.095,-21.423
-1.115,-9.471,-20.398
-12.983,2.273,-21.715
2.493,-1.382,-21.308
14.321,-7.984,-20.526
-12.255,1.549,-21.799
-4.818,-2.153,-20.797
14.357,-2.897,-20.175
-4.873,7.382,-21.565
-10.7,-4.352,-20.749
-1.914,0.8,-21.279
2.487,3.005,-21.443
-5.582,-7.246,-21.058
-4.148,1.547,-21.606
2.503,0.802,-21.228
4.768,-5.08,-20.465
-8.582,2.287,-21.86
1.046,-0.671,-21.036
8.372,-5.024,-21.308
-7.853,4.484,-21.969
-5.537,-1.435,-20.615
-2.651,-0.661,-21.276
8.384,1.541,-21.264
-5.626,-8.676,-21.538
-11.545,1.568,-22.085
13.529,0.09,-21.291
8.498,-10.226,-19.789
-17.39,4.455,-21.686
1.081,0.765,-20.655
16.504,-7.235,-20.802
-6.951,11.67,-20.151
-18.77,2.927,-20.608
0.994,-2.825,-21.608
15.065,6.619,-20.64
-12.164,-3.629,-20.674
-11.502,1.537,-21.593
18.034,3.682,-20.286
5.587,-9.522,-19.436
-19.538,6.601,-21.041
-4.835,-1.41,-21.0
11.404,-2.162,-20.314
-13.752,4.487,-22.135
-16.65,-3.583,-21.512
5.419,-5.019,-21.44
-1.271,1.597,-22.359
-10.05,-5.021,-21.718
-8.584,-0.633,-21.836
16.456,-1.357,-21.441
6.869,-15.959,-21.529
-17.461,0.853,-22.443
2.467,-1.364,-21.603
24.652,-10.918,-20.087
-13.786,5.242,-22.535
-18.084,3.694,-21.196
6.893,-2.098,-21.448
-17.38,8.1,-21.618
-15.204,-5.024,-21.778
-5.63,-0.638,-21.704
18.561,-4.203,-22.572
6.218,-14.56,-20.565
-25.464,4.432,-21.485
8.367,0.823,-21.455
20.251,-11.662,-19.936
-15.363,0.933,-23.697
-18.191,-3.535,-22.316
15.0,-2.1,-21.255
3.147,4.52,-22.333
-15.948,-5.018,-21.885
-10.678,5.858,-20.637
23.135,2.261,-20.804
13.553,-18.919,-20.739
-25.444,9.531,-21.331
-4.788,5.861,-20.569
18.695,-7.951,-20.967
-5.661,5.228,-22.146
-22.398,5.809,-20.085
-1.232,-4.274,-21.819
16.429,-4.259,-21.712
7.685,-10.172,-20.683
-24.613,10.925,-20.252
0.267,-2.101,-21.525
29.031,-20.383,-20.35
-13.724,9.58,-21.883
-29.198,1.546,-22.093
16.496,-5.768,-20.913
24.54,3.041,-21.581
-20.264,-6.554,-20.743
-16.716,0.847,-22.336
24.659,1.495,-20.191
23.158,-18.938,-20.234
-23.259,11.741,-21.618
-9.975,7.343,-21.035
24.593,-10.145,-20.782
1.06,8.815,-21.017
-24.055,-4.286,-22.083
-4.904,-2.822,-21.775
20.83,-2.784,-21.87
6.211,-13.093,-20.676
-16.627,7.358,-21.407
-1.867,8.071,-20.848
18.071,-6.571,-19.709
-4.924,7.418,-22.156
-14.421,2.978,-21.344
3.184,-6.462,-21.749
17.959,8.848,-21.214
11.408,-10.931,-20.142
-18.161,3.749,-22.082
-0.326,9.483,-20.056
22.442,-14.569,-20.082
-8.595,10.331,-22.124
-16.67,6.658,-21.893
-29.957,-4.985,-21.386
10.611,2.261,-21.048
